 ‘కిసాన్ మహాపంచాయత్’ కార్యక్రమంలో రైతులు విచ్చలవిడిగా మద్యం సేవిస్తున్న దృశ్యాలు.,https://factly.in/telugu-this-video-does-not-show-farmers-rushing-for-alcohol-during-farmers-protest/
 కేంద్ర ప్రభుత్వం తెచ్చిన ‘బేటీ బచావో బేటీ పడావో’ పథకం వల్ల స్కూల్ డ్రాపౌట్స్ పూర్తిగా తగ్గిపోయాయి.,https://factly.in/telugu-it-is-not-true-that-dropout-rate-of-girls-has-come-down-completely-after-beti-bachao-beti-padhao-scheme/
 సెల్‌ఫోన్‌ల మధ్య మొక్కజొన్నలు పెడితే రేడియేషన్‌కు అవి పాప్‌కార్న్ అయ్యాయి.,https://factly.in/telugu-popcorn-cannot-be-made-with-cell-phone-radiation-this-video-was-created-digitally/
 అయోధ్యలో నిర్మిస్తున్న కొత్త రైల్వే స్టేషన్ యొక్క దృశ్యం.,https://factly.in/telugu-blueprint-of-new-delhi-railway-station-is-shared-as-ayodhya-railway-station-visuals/
 కాంగ్రెస్ పార్టీ రాజకీయాలలో ‘ప్రతి మగ వ్యక్తితో మహిళలు ఉండటం అవసరం మరియు సహజమని’ చెప్తున్న రాహుల్ గాంధీ ప్రసంగం.,https://factly.in/telugu-clipped-video-of-rahul-gandhi-speech-on-women-empowerment-is-shared-with-false-narrative/
 “అఫ్గానిస్తాన్‌లో జరిగిన పరిణామాలతో విసుగు చెంది^ ఇస్లాం మీద అసహ్యంతో^ గత 2 నెలల్లో సుమారు 5000 మంది ముస్లిం అమ్మాయిలు హిందూ అబ్బాయిలను పెళ్లి చేసుకున్నారు” – ఆల్ ఇండియా ముస్లిం పర్సనల్ లా బోర్డు అధ్యక్షుడు.,https://factly.in/telugu-all-india-muslim-personal-law-board-president-had-made-no-such-remarks-on-muslim-girls/
 కేరళ ప్రభుత్వం 12 లక్షల వ్యాక్సిన్ డోసుల వృధా చేసింది.,https://factly.in/telugu-the-news-that-the-kerala-government-has-wasted-12-lakh-covid-19-vaccine-doses-is-not-true/
 బీజేపీ మహిళా శక్తి సభలో మహిళలను అగౌరవపరుస్తున్న వీడియో.,https://factly.in/telugu-the-incident-in-this-video-took-place-at-a-mahila-shakti-sabha-not-bjp-mahila-shakti-sabha/
 భారత దేశంలో అడుగుపెడితే దిక్కులేని చావు తప్పదని రష్యా తాలిబాన్లను హెచ్చరించింది.,https://factly.in/telugu-russia-has-not-warned-the-taliban-that-they-will-face-death-if-they-enter-india/
 తెలంగాణ ప్రభుత్వం పెట్రోల్‌పై రూ. 37 VAT రూపంలో వసూలు చేస్తుంది.,https://factly.in/telugu-vat-percent-levied-by-states-on-petrol-and-diesel-is-not-calculated-on-the-selling-price-to-the-consumer/
 ఇసామియా బజారులో ఉన్న గణేష్ మండపం పైన కత్తులతో 20 మంది ముస్లింలు దాడి చేసారు.,https://factly.in/telugu-this-post-that-20-muslims-attack-with-knives-on-ganesh-pandal-in-esamia-bazar-is-misleading/
 కేంద్ర ప్రభుత్వం ప్రభుత్వ పాఠశాలలో విద్యార్ధులకు అందించే మధ్యాహ్న భోజన పథకాన్ని రద్దు చేయబోతుంది; దీనికి బదులు విద్యార్థుల బ్యాంక్ అకౌంట్లలోకి నెలకు రూ. 100 నగదు బదిలీ చేయబోతుంది.,https://factly.in/telugu-central-government-is-not-canceling-the-mid-day-meal-scheme/
 సుప్రీం కోర్టు అనుమతితో^ 60 సంవత్సరాలుగా నిషేధించబడిన నాథూరామ్ గాడ్సే ప్రసంగం ప్రచురించబడింది.,https://factly.in/telugu-the-speech-of-nathuram-godse-before-the-court-on-the-assassination-of-gandhi-has-been-public-for-a-longtime/
 ‘కొన్ని సంవత్సరాల కిందట 21 మంది సిక్కు యోధులు 12 వేల అఫ్గాన్‌ ముష్కరులను ఓడించారు.’,https://factly.in/telugu-22-sikh-warriors-lost-lives-fighting-about-10000-afghan-soldiers-in-the-1897-battle-of-saragarhi/
 ఆర్‌.ఎస్‌.ఎస్ మరియు బీజేపీ అత్యంత శక్తివంతమైనవని తాలిబాన్‌ల అంతర్గత సంభాషణ వీడియో.,https://factly.in/telugu-pakistani-islamic-scholar-video-is-shared-as-taliban-comments-on-rss-and-bjp/
statement,link
 తనని అత్యాచారం చేయడానికి వచ్చిన అబ్బాయిలని ఒక అమ్మాయి చితకబాదుతున్న దృశ్యాలు.,https://factly.in/telugu-ad-shoot-video-shared-as-shared-girl-trashing-boys-who-attempted-to-rape-her/
 మధ్యప్రదేశ్ రాష్ట్రంలో ఒక హుక్కా బారుపై పోలీసులు ఇటీవల రెయిడ్ నిర్వహించి 15 మంది హిందు అమ్మాయిలు మరియు 15 మంది ముస్లిం యువకులను అరెస్ట్ చేసారు.,https://factly.in/telugu-hindu-boys-were-also-caught-in-the-raid-conducted-by-bhopal-police-on-a-hookah-bar-in-2020/
 కశ్మీరీ హిందువులు 31 సంవత్సరాల తరువాత శ్రీనగర్‌లోని గణపత్యర్ ఆలయంలో గణేష్ చతుర్థిని జరుపుకున్నారు.,https://factly.in/telugu-kashmiri-hindus-have-been-celebrating-ganesh-chaturthi-at-the-ganpatyar-temple-in-srinagar-for-many-years/
 ‘కేంద్ర చట్టం ప్రకారం బైక్ కొన్నప్పుడు తప్పనిసరి రెండు హెల్మెట్లు ఫ్రీగా వస్తాయి’.,https://factly.in/telugu-it-is-not-clear-whether-the-helmet-to-be-provided-when-selling-a-two-wheeler-should-be-charged-or-provided-free-of-charge/
 అఫ్గానిస్తాన్‌లో మనుషులను ప్లాస్టిక్ కవర్లో బంధించిన వీడియో.,https://factly.in/telugu-protest-visuals-from-colombia-shared-as-people-being-captured-in-plastic-covers-in-afghanistan/
 2014 కాంగ్రెస్ ప్రభుత్వ హయాం చివరిలో నాన్- సబ్సిడైస్డ్ ఎల్పీజీ సిలిండర్ ధరలతో (రూ.928)  పోలిస్తే ఇప్పుడు మోదీ హయాంలో ధరలు (రూ.884.50)  తక్కువగా ఉన్నాయి.,https://factly.in/telugu-lpg-cylinder-prices-fluctuate-with-international-prices-so-2014-prices-cannot-be-compared-to-current-prices/
 PM వెల్ఫేర్ ట్రస్ట్‌కు జమకానున్న గిలానీ దోచిన ఆదాయానికి మించిన ఆస్తులు.,https://factly.in/telugu-no-evidence-to-suggest-that-syed-ali-shah-gilanis-assets-were-deposited-in-the-pm-welfare-trust/
 ఉత్తరప్రదేశ్ రాష్ట్రంలో యోగి ఆదిత్యనాథ్ ప్రత్యేకంగా అమలు చేస్తున్న పలు కార్యక్రమాలు/పథకాలు/చట్టాల వివరాలు.,https://factly.in/telugu-most-programs-on-this-list-are-not-being-implemented-in-uttar-pradesh/
